Movie_Name, Cast_Name, Total_Centrality, Average_Centrality
Half Girlfriend (film),bill,363.8333333,1.624255952
Half Girlfriend (film),madhav,601,2.848341232
Aaj,akshay,346,4.805555556
Aaj,man,46,3.066666667
Aaj,boy,68,5.230769231
Naam Shabana,tony,86,1.075
Naam Shabana,mikhail,426,4.630434783
Naam Shabana,ranvir,0,0
Naam Shabana,father,70.375,7.0375
Naam Shabana,singh,558,10.73076923
Phillauri (film),kanan,689.1333333,5.89002849
Phillauri (film),lal,973.5,4.288546256
Phillauri (film),roop,138,0.647887324
Phillauri (film),man,216,2.918918919
Phillauri (film),brother,1256.166667,7.47718254
Apne Apne,samrat,96,3.096774194
Apne Apne,ravi,283.3333333,1.523297491
Aulad,anand,160,1.333333333
OK Jaanu,gopi,448,6.787878788
OK Jaanu,adi,56,0.56
Awam (film),amar,246,3
Awam (film),kumar,63,4.846153846
Awam (film),ram,0,0
Haramkhor,shyam,1034,5.385416667
Haramkhor,father,418.1666667,8.897163121
Coffee with D,arnab,1389,6.490654206
Coffee with D,d,326,2.546875
Coffee with D,roy,59,3.470588235
Runningshaadi.com,,0,0
Runningshaadi.com,father,91.5,3.519230769
Runningshaadi.com,man,135,7.105263158
Runningshaadi.com,bharose,1565.75,5.116830065
The Ghazi Attack,razak,456,4.261682243
The Ghazi Attack,ghazi,875.6666667,2.653535354
The Ghazi Attack,lt.,0,0
The Ghazi Attack,captain,13,0.265306122
The Ghazi Attack,singh,564,4.372093023
The Ghazi Attack,devraj,407.8333333,5.097916667
The Ghazi Attack,arjun,553.5,3.218023256
Irada,man,331,10.34375
Dak Bangla,son,127,6.684210526
Dak Bangla,raj,261.8333333,2.447040498
Dak Bangla,man,358.1666667,13.2654321
Dak Bangla,ajay,810.5,3.634529148
Dak Bangla,shakal,24,0.857142857
Rangoon,harding,768.5,3.591121495
Rangoon,malik,3256.966667,8.616313933
Rangoon,williams,45,0.9375
Rangoon,jemadar,0,0
Rangoon,mema,99,1.867924528
Daku Hasina,saxena,155,3.229166667
Dance Dance,ramu,39,0.330508475
Dance Dance,shyam,217,5.564102564
Dance Dance,resham,54,2.076923077
Dance Dance,man,50,6.25
Dance Dance,singh,62,2.583333333
Daraar,hari,0,0
Daraar,vikram,367,2.05027933
Daraar,raj,313.5,2.393129771
Aa Gaya Hero,varma,451,6.536231884
Aa Gaya Hero,acp,0,0
Trapped,shaurya,467.3333333,2.610800745
Machine,father,307.6666667,8.315315315
Machine,balraj,0,0
Machine,raj,189,4.108695652
Mukti Bhawan,son,1144.333333,17.07960199
Mukti Bhawan,father,416.7333333,3.788484848
Mukti Bhawan,daya,0,0
Mukti Bhawan,man,197,6.15625
Mukti Bhawan,rajiv,157.0666667,0.987840671
Mukti Bhawan,vimla,19,3.8
Saanjh,father,42,1.68
Begum Jaan,salim,50.91666667,2.213768116
Begum Jaan,kabir,501,5.75862069
Begum Jaan,master,80,2.162162162
Begum Jaan,illiyas,594.5333333,17.48627451
Begum Jaan,man,0,0
Himmat Aur Mehanat,madan,306.8333333,4.720512821
Himmat Aur Mehanat,son,536.6666667,8.009950249
Himmat Aur Mehanat,vijay,0,0
Hukumat,son,64,6.4
Hukumat,arjun,97,1.031914894
Sarkar 3,sarkar,468.6666667,1.802564103
Sarkar 3,gokul,1734.333333,13.76455026
Sarkar 3,vallya,4,0.078431373
Sarkar 3,deshpande,86,2.047619048
Ijaazat,mahender,1331,3.310945274
Ijaazat,man,25,3.571428571
Thodi Thodi Si Manmaaniyan,siddharth,224,3.612903226
Thodi Thodi Si Manmaaniyan,father,9,2.25
Thodi Thodi Si Manmaaniyan,boy,86,5.733333333
Imaandaar,father,170.3333333,5.873563218
Imaandaar,vijay,108.5,2.047169811
Imaandaar,raju,57,1.212765957
Inaam Dus Hazaar,kamal,114,0.606382979
Inaam Dus Hazaar,narottam,178,1.663551402
Inaam Dus Hazaar,luca,28,0.571428571
Inaam Dus Hazaar,captain,143,1.810126582
Hanuman Da' Damdaar,son,42,2.8
Hanuman Da' Damdaar,boy,12,3
Hanuman Da' Damdaar,god,24.5,0.6125
Sweetiee Weds NRI,sweetiee,25,0.480769231
Sweetiee Weds NRI,man,73,10.42857143
Insaf Ki Pukar,lal,2252.5,22.75252525
Insaf Ki Pukar,dhanny,0,0
Insaf Ki Pukar,manohar,1496.15,10.17789116
Insaf Ki Pukar,ajay,1312.833333,7.459280303
Insaf Ki Pukar,jagan,0,0
Insaf Ki Pukar,vijay,89,0.585526316
Raabta,shiv,1815.5,4.679123711
Raabta,zakir,193,1.237179487
Raabta,jilaan,195.5,3.759615385
Raabta,kaabir,59,0.797297297
Itihaas,kalicharan,137.5,3.716216216
Itihaas,son,294.6666667,11.33333333
Itihaas,alexander,12,0.444444444
Itihaas,man,24,1.846153846
Itihaas,singh,17,0.472222222
Itihaas,vijay,17.83333333,0.849206349
Itihaas,rakesh,0,0
Jaan Hatheli Pe,soni,209.8333333,1.793447293
Jaan Hatheli Pe,father,46,2.705882353
Jaan Hatheli Pe,man,26,2.888888889
G Kutta Se,man,247,8.233333333
G Kutta Se,boy,145,9.0625
Guest Iin London,kartik,0,0
Jalwa,albert,93,2.90625
Jalwa,kapil,30,0.454545455
Jalwa,brother,71,5.461538462
Jhanjhaar,bahadur,76,2.620689655
Kaash,ritesh,1013.866667,8.379063361
Kalyug Aur Ramayan,manoj,0,0
Kalyug Aur Ramayan,hanuman,10,0.4
Bareilly Ki Barfi,ayushmann,0,0
Munna Michael,man,177.1666667,7.702898551
Khudgarz,amar,1084.666667,4.204134367
Khudgarz,bhushan,380.3333333,4.179487179
Khudgarz,sudhir,407.3333333,1.655826558
Khudgarz,bihar,213,3.944444444
Khudgarz,bihari,506,2.082304527
Khudgarz,father,62,3.1
Khudgarz,man,11.5,0.821428571
Khudgarz,boy,586.5,16.29166667
Khudgarz,brij,76.5,0.831521739
Mubarakan,kapoor,81,5.0625
Mubarakan,arjun,0,0
Loha,amar,951.1666667,9.145833333
Loha,qasim,117.5,2.797619048
Loha,prasad,203.3333333,9.682539683
Loha,bandit,39.5,4.388888889
Loha,sher,0,0
Loha,dayal,41.5,1.482142857
Loha,inspector,0,0
Loha,singh,95.5,3.183333333
Madadgaar,anand,232,3.93220339
Madadgaar,sunita,166,3.254901961
Madadgaar,gupta,153.25,3.065
Majaal,vijay,53,0.654320988
Marte Dam Tak,rane,38,1.461538462
Marte Dam Tak,jai,69.5,1.263636364
Mera Lahoo,dhaneshwar,52,2.166666667
Mera Lahoo,dharam,245,3.828125
Mera Lahoo,govinda,293.6666667,4.449494949
Mera Lahoo,brother,26,1.3
Mohre,abdul,0,0
Mr. India,mogambo,322,2
Mr. India,roopchand,129,9.214285714
Mr. India,arun,550,2.320675105
Mr. India,father,176,7.652173913
Mr. India,mr.,0,0
Mr. India,india,51,1.275
Naam O Nishan,jaspal,444,11.68421053
Naam O Nishan,suraj,1233.75,9.276315789
Naam O Nishan,jarnail,69.66666667,2.488095238
Naam O Nishan,father,449,10.69047619
Nazrana,rajat,727.2333333,2.829701686
Pyaar Ki Jeet,anand,23,0.425925926
Pyaar Ki Jeet,dr,6,0.12244898
Sansar,rajni,136.1666667,1.194444444
Sansar,father,81.33333333,1.114155251
Sansar,boy,216.1333333,5.841441441
Sansar,vijay,274,2.74
Satyamev Jayate,man,618.8333333,11.05059524
Satyamev Jayate,brother,10,2.5
Satyamev Jayate,arjun,136.5,0.869426752
Sindoor,father,27,2.454545455
Sindoor,gulshan,0,0
Sindoor,dharamdas,437,7.945454545
Sindoor,ravi,211,1.465277778
Sindoor,shera,46,0.528735632
Sindoor,prem,3618.333333,31.46376812
Sutradhar,father,55.5,5.55
Sutradhar,zamindar,68,4.857142857
Sutradhar,kumar,484.8333333,7.458974359
Uttar Dakshin,raja,223,3.054794521
Uttar Dakshin,son,30,3.75
Uttar Dakshin,subhash,0,0
Watan Ke Rakhwale,father,56,2.8
Watan Ke Rakhwale,man,37,1.681818182
Biwi Ho To Aisi,farooq,0,0
Kabzaa,veljibhai,326,2.566929134
Kabzaa,ranjit,0,0
Kabzaa,ravi,248,1.17535545
Kabzaa,boy,80,5.714285714
Kabzaa,ali,0,0
Kanoon Apna Apna,son,163.1666667,3.794573643
Kanoon Apna Apna,father,56.16666667,1.478070175
Kanoon Apna Apna,ravi,3.5,0.057377049
Kanoon Apna Apna,bhushannath,0,0
Kanoon Apna Apna,collector,69,5.307692308
Khoon Bhari Maang,sanjay,1494.690476,10.67636054
Khoon Bhari Maang,nephew,0,0
Khoon Bhari Maang,hiralal,45.16666667,0.716931217
Pushpak,lover,1960.083333,25.45562771
Pushpak,millionaire,401.5333333,6.922988506
Pushpak,man,2447.333333,7.155945419
Pushpak,youth,861.5666667,15.11520468
Qayamat Se Qayamat Tak,thakur,0,0
Qayamat Se Qayamat Tak,son,261.6666667,7.268518519
Qayamat Se Qayamat Tak,randhir,110.6666667,1.272030651
Qayamat Se Qayamat Tak,ratan,114,2.85
Qayamat Se Qayamat Tak,father,110,5
Qayamat Se Qayamat Tak,jaswant,0,0
Qayamat Se Qayamat Tak,raj,189,1.173913043
Qayamat Se Qayamat Tak,dhanraj,143.5,1.353773585
Ram-Avtar,avtar,51.9,0.625301205
Ram-Avtar,ram,701.5571429,7.625621118
Salaam Bombay!,baba,377.5,2.144886364
Salaam Bombay!,chillum,892.5,12.39583333
Salaam Bombay!,krishna,239,0.665738162
Salaam Bombay!,man,54,4.5
Salaam Bombay!,boy,0,0
Soorma Bhopali,brother,321.5,16.075
Soorma Bhopali,soorma,174.5,1.661904762
Tezaab,mahesh,479.5,3.40070922
Tezaab,baban,0,0
Tezaab,guldasta,199,4.522727273
Tezaab,inspector,0,0
Tezaab,munna,445.6666667,2.17398374
Tezaab,shyamlal,102,0.566666667
Tezaab,pathan,24,4.8
Tezaab,singh,276.8333333,2.250677507
Tezaab,lotiya,584,3.867549669
Tezaab,chote,4,0.072727273
Aakhri Adaalat,amar,740.5,6.553097345
Aakhri Adaalat,police,0,0
Bees Saal Baad,a,0,0
Bees Saal Baad,suraj,173,2.035294118
Bees Saal Baad,man,470,36.15384615
Commando,commando,0,0
Daisy,pradeep,299,1.642857143
Daisy,father,76,6.333333333
Daisy,thomas,151.3333333,5.218390805
Dayavan,shakti,245,1.737588652
Dayavan,karim,0,0
Dayavan,singh,32,1.684210526
Dayavan,boy,670,20.9375
Dayavan,velu,21,1.5
Ek Naya Rishta,alcoholic,0,0
Ek Naya Rishta,rajiv,209,2.049019608
Gangaa Jamunaa Saraswathi,thakur,34,0.641509434
Gangaa Jamunaa Saraswathi,man,83.08333333,5.538888889
Gangaa Jamunaa Saraswathi,brother,14.5,2.071428571
Gharwali Baharwali,rinku,400.1666667,6.782485876
Gharwali Baharwali,arun,4627.761905,14.73809524
Gharwali Baharwali,father,569.3,9.987719298
Gharwali Baharwali,gopal,198,18
Gharwali Baharwali,hiralal,625.1666667,5.343304843
Jeete Hain Shaan Se,johny,0,0
Jeete Hain Shaan Se,govinda,418,6.333333333
Kanwarlal,suraj,0,0
Maalamaal,raj,229,6.026315789
Maalamaal,govinda,0,0
Mulzim,the,175.3,1.075460123
Mulzim,vijay,56.83333333,0.332358674
Paap Ko Jalaa Kar Raakh Kar Doonga,vinay,48.66666667,0.657657658
Paap Ko Jalaa Kar Raakh Kar Doonga,shankar,0,0
Paap Ko Jalaa Kar Raakh Kar Doonga,deepak,760.8333333,7.925347222
Pestonjee,,0,0
Pestonjee,pestonjee,0,0
Pestonjee,phiroj,51,0.369565217
Pestonjee,phirojshah,11,0.305555556
Pestonjee,he,0,0
Pestonjee,pesi,229,3.754098361
Pyar Ka Mandir,sanjay,100,3.571428571
Pyar Ka Mandir,man,294.6666667,10.91358025
Pyar Ka Mandir,vijay,330,2.049689441
Rihaee,son,77,2.138888889
Rihaee,father,178.6666667,6.617283951
Rihaee,mansukh,245,3.402777778
Rihaee,man,41.5,2.766666667
Saazish,poor,0,0
Saazish,prem,0,0
Sone Pe Suhaaga,vijay,4205,34.75206612
Tamacha,raju,148,2.084507042
Trishagni,boy,78.83333333,3.583333333
Veerana,uncle,188.5,2.298780488
Veerana,shah,99,7.071428571
Veerana,boy,203.6666667,7.833333333
Veerana,baba,651.8333333,2.263310185
Veerana,raghu,0,0
Veerana,satish,31,1.192307692
Veerana,sameer,217.6666667,1.139616056
Veerana,man,957.8333333,6.698135198
Veerana,mahendra,208.3333333,2.216312057
Veerana,thakur,1543.966667,4.041797557
Veerana,chotte,0,0
Veerana,hemant,547.5,3.465189873
Veerana,bade,0,0
Veerana,doctor,365.3333333,2.124031008
Veerana,brother,1110.8,8.958064516
Vijay,a,2228.416667,11.72850877
Vijay,suman,541.5011905,4.668113711
Vijay,son,146.5,7.325
Vijay,vikram,303.275,4.665769231
Vijay,father,227,6.135135135
Vijay,ajit,159,2.23943662
Vijay,widowed,0,0
Vijay,arjun,0,0
Vijay,yodhraj,1660.333333,15.66352201
Vijay,shashiraj,503.5,5.244791667
Waaris,father,135,6.75
Waaris,shravan,979,8.981651376
Waaris,dulla,701.1666667,4.737612613
Waaris,man,143.5,13.04545455
Waaris,gajjan,3,0.065217391
Waqt Ki Awaz,son,769.8666667,40.51929825
Waqt Ki Awaz,wealthy,4198.216667,39.60581761
Waqt Ki Awaz,father,346,7.208333333
Waqt Ki Awaz,rajan,744.4333333,35.44920635
Yateem,son,10,3.333333333
Yateem,shiv,0,0
Yateem,man,43,5.375
Yateem,boy,30,1.578947368
Zalzala,narrator,0,0
Zalzala,shiv,31,0.418918919
Zalzala,sona,0,0
Zalzala,radha,77.5,1.802325581
Zalzala,man,102,4.636363636
Zalzala,bholey,54,3.176470588
Asmaan Se Ooncha,ranjit,0,0
Asmaan Se Ooncha,kishan,267,1.920863309
Bade Ghar Ki Beti,son,98,9.8
Bade Ghar Ki Beti,gopal,2460.166667,24.11928105
Bahurani,father,96.16666667,3.316091954
Bahurani,shrikant,4.166666667,0.143678161
Bahurani,amit,393.3333333,1.554677207
Bahurani,man,22,3.666666667
Batwara,vikram,615.4666667,2.34017744
Batwara,hanumant,270.8333333,2.355072464
Batwara,father,20.66666667,0.939393939
Batwara,rajendra,579.5,4.169064748
Batwara,deven,22,0.511627907
Batwara,bade,0,0
Bhrashtachar,purshottam,1475.45,14.7545
Chandni,rohit,1069.3,3.310526316
Chandni,lalit,125.5,1.767605634
Daata,father,181.3,6.043333333
Daata,kundan,367.2833333,9.182083333
Daata,dinanath,55,0.407407407
Daddy,man,141,17.625
Dav Pech,bajrangi,10,0.175438596
Dav Pech,sikandar,118.5,3.822580645
Jaisi Karni Waisi Bharni,gangaram,0,0
Jaisi Karni Waisi Bharni,ravi,601,10.36206897
Jaisi Karni Waisi Bharni,father,291.3333333,5.602564103
Jaisi Karni Waisi Bharni,man,39.5,3.95
Jaisi Karni Waisi Bharni,vijay,908.8333333,9.566666667
Joshilaay,yogi,151.6666667,10.11111111
Joshilaay,raja,3,0.066666667
Joshilaay,jogi,43,0.914893617
Joshilaay,karan,0,0
Joshilaay,man,6,2
Ladki,kishore,222,9.652173913
Ladki,raja,472.5833333,3.580176768
Ladki,father,58.66666667,3.087719298
Love Love Love,father,298.6666667,4.266666667
Love Love Love,amit,352.1666667,1.956481481
Love Love Love,man,155.5,11.96153846
Love Love Love,vicky,513,3.20625
Main Azaad Hoon,azaad,202.6666667,1.512437811
Main Tera Dushman,kishan,0,0
Main Tera Dushman,dayalu,2209.2,19.55044248
Maine Pyar Kiya,kishan,343.3333333,1.896869245
Maine Pyar Kiya,ranjeet,155,2.980769231
Maine Pyar Kiya,friend,96.16666667,6.010416667
Maine Pyar Kiya,karan,674.0833333,2.893061516
Maine Pyar Kiya,boy,29.5,3.277777778
Maine Pyar Kiya,prem,726.6666667,2.990397805
Parinda,prakash,840.4666667,11.35765766
Parinda,karan,776.6166667,3.106466667
Parinda,inspector,0,0
Parinda,anna,641,4.819548872
Prem Pratigyaa,raja,68.5,0.611607143
Prem Pratigyaa,charan,34.5,3.136363636
Purani Haveli,narendra,197,6.35483871
Purani Haveli,sunil,649.3333333,5.456582633
Purani Haveli,man,57.5,1.277777778
Raakh,aamir,232,1.705882353
Raakh,karmali,84,1.909090909
Raakh,amir,162,3.176470588
Raakh,kapoor,146.5,1.308035714
Ram Lakhan,thakur,0,0
Ram Lakhan,father,526,8.21875
Ram Lakhan,lakhan,9,0.056962025
Ram Lakhan,the,0,0
Ram Lakhan,son,0,0
Ram Lakhan,nath,644.5,11.93518519
Ram Lakhan,bhanu,21,0.567567568
Ram Lakhan,john,387.5,14.90384615
Ram Lakhan,man,84,5.25
Ram Lakhan,singh,833.7666667,7.57969697
Ram Lakhan,brother,306.3333333,5.021857923
Ram Lakhan,commissioner,101.6666667,4.621212121
Ram Lakhan,ram,339.8,1.452136752
Shanakht,rohaan,0,0
Shanakht,hashim,0,0
Sikka,amar,127,2.442307692
Sikka,pranlal,384.5833333,3.662698413
Sikka,brother,37,3.363636364
Sikka,vijay,1115.033333,10.04534535
Toofan,son,584,9.573770492
Toofan,shyam,877.8333333,3.525435074
Toofan,father,65.13333333,3.101587302
Toofan,shaitan,190,0.926829268
Toofan,inspector,45,0.416666667
Toofan,gopal,318.6666667,3.463768116
Toofan,boy,57.66666667,2.402777778
Toofan,toofan,1262.933333,5.793272171
Toofan,brother,0,0
Toofan,ramesh,340,3.655913978
Toofan,sharma,362.1,5.325
Toofan,acp,1,0.016129032
Aag Ka Gola,raja,0,0
Aag Ka Gola,young,0,0
Aag Ka Gola,shankar,187,4.25
Aaj Ka Arjun,thakur,157.2166667,2.535752688
Aaj Ka Arjun,will,313,6.955555556
Aaj Ka Arjun,bheema,402.1666667,2.699105145
Aaj Ka Arjun,ajit,32.5,1.625
Aaj Ke Shahenshah,sawan,443.3333333,6.157407407
Aaj Ke Shahenshah,kanchan,0,0
Aandhiyan,dushyant,53.5,3.34375
Aashiqui,rahul,1532,4.010471204
Agneekaal,bharat,0,0
Agneekaal,aadesh,68.36666667,2.848611111
Agneekaal,vijay,0,0
Agneepath,cheena,1950.5,14.13405797
Agneepath,himself,0,0
Agneepath,son,151.1666667,2.652046784
Agneepath,father,718.5944444,11.40626102
Agneepath,dinanath,0,0
Agneepath,vijay,1164.335714,3.234265873
Amiri Garibi,son,114,11.4
Amiri Garibi,deepak,0,0
Amiri Garibi,rajesh,113,2.69047619
Appu Raja,father,310.5,4.928571429
Appu Raja,sethupathy,45,1.071428571
Appu Raja,raja,2460.333333,7.172983479
Appu Raja,nallasivam,944.3333333,23.03252033
Appu Raja,appu,1262.833333,5.396723647
Appu Raja,sathyamoorthy,123,3.236842105
Appu Raja,francis,0,0
Appu Raja,dharmaraj,184.5,1.983870968
Appu Raja,satyamoorthy,6,0.461538462
Appu Raja,anbarasu,307,6.395833333
Awaargi,azad,504,3.36
Awaargi,bhau,75,3.260869565
Awwal Number,ronny,85,1.888888889
Awwal Number,sunny,211.5,3.411290323
Baaghi: A Rebel for Love,col.,0,0
Baaghi: A Rebel for Love,son,344,6.745098039
Baaghi: A Rebel for Love,sood,227.5,7.583333333
Baaghi: A Rebel for Love,saajan,1477.033333,4.160657277
Baaghi: A Rebel for Love,father,301,10.03333333
Baaghi: A Rebel for Love,dhanraj,223.5,6.385714286
Bandh Darwaza,anand,337.6666667,3.592198582
Bandh Darwaza,thakur,425.6666667,2.128333333
Bandh Darwaza,priest,323.4333333,4.042916667
Bandh Darwaza,kamya,796,2.117021277
Bandh Darwaza,neola,506.3333333,1.861519608
Bandh Darwaza,son,67,2.392857143
Bandh Darwaza,pratap,13,2.6
C.I.D.,roshan,15,0.211267606
C.I.D.,veer,76,2.171428571
C.I.D.,man,111,5.045454545
College Girl,father,13,0.928571429
College Girl,brother,6,0.5
College Girl,vicky,26,0.866666667
Dil,hazari,26,0.203125
Dil,actor,0,0
Dil,mehra,100.5,2.051020408
Dil,raja,2780.5,9.237541528
Dil,father,182.6666667,5.535353535
Dil,mr.,0,0
Dil,man,12,2.4
Deewana Mujh Sa Nahin,ajay,127,1.607594937
Doodh Ka Karz,suraj,0,0
Drishti,rahul,22,2.444444444
Drishti,nikhil,0,0
Dushman,son,415.1666667,19.76984127
Dushman,man,101.6666667,2.420634921
Ghar Ho To Aisa,,0,0
Ghar Ho To Aisa,karamchand,220.6666667,3.447916667
Ghar Ho To Aisa,ramprasad,14,0.482758621
Ghar Ho To Aisa,son,55,1.964285714
Ghar Ho To Aisa,bajrangi,35.5,0.529850746
Ghar Ho To Aisa,man,159.5,5.907407407
Ghar Ho To Aisa,amar,1082.666667,2.634225466
Ghar Ho To Aisa,vijay,230,1.631205674
Ghayal,mehra,164,9.647058824
Ghayal,rai,42,3.5
Ghayal,ajay,741.5,3.155319149
Ghayal,ashok,1031,6.364197531
Ghayal,balwant,1532,11.78461538
Gunahon Ka Devta,suraj,0,0
Gunahon Ka Devta,father,106,4.076923077
Hatim Tai,hatim,356,1.956043956
Izzatdaar,son,46,7.666666667
Izzatdaar,raghuvaran,78,3.9
Izzatdaar,dilip,0,0
Izzatdaar,kumar,128.3333333,2.175141243
Jai Shiv Shankar,jai,556.3333333,7.835680751
Jai Shiv Shankar,shankar,118,2.565217391
Jai Shiv Shankar,man,500.6666667,17.88095238
Jamai Raja,raja,140.3333333,1.670634921
Jeene Do,,0,0
Jeene Do,hardayal,1067.3,4.252191235
Jeene Do,suraj,12107.58333,76.14832285
Jeene Do,thakur,650,5.855855856
Jeene Do,son,804.0634921,12.37020757
Jeene Do,he,0,0
Jeevan Ek Sanghursh,dholakia,7,0.35
Jeevan Ek Sanghursh,kamat,215,5.375
Kishen Kanhaiya,mahesh,12,0.6
Kishen Kanhaiya,kanhaiya,0,0
Kishen Kanhaiya,kishen,32,0.340425532
Kishen Kanhaiya,gendamal,35,1.842105263
Kishen Kanhaiya,man,24,1.714285714
Pratibandh,reddy,3099.859524,58.48791554
Pratibandh,chiranjeevi,0,0
Pratibandh,rami,0,0
Sailaab,ranjit,217,3.616666667
Sailaab,kapoor,78,3.545454545
Sailaab,krishna,173.6666667,2.516908213
Shaitani Ilaaka,dr.,0,0
Shaitani Ilaaka,thakur,282,4.7
Shaitani Ilaaka,baba,189.5,1.393382353
Shaitani Ilaaka,deepak,917.8333333,4.229646697
Shaitani Ilaaka,friend,0,0
Shaitani Ilaaka,man,106,6.625
Shaitani Ilaaka,kanwaljit,267,12.13636364
Sheahnaag,aghoori,758.3333333,5.971128609
Sheahnaag,father,2.5,0.833333333
Sheahnaag,man,30,6
Sheahnaag,bhola,180,3.214285714
Sheahnaag,pritam,30,0.588235294
Shiva,prakash,24,0.923076923
Shiva,krishna,0,0
Shiva,naresh,35,2.1875
Shiva,ganesh,98,1.209876543
Swarg,sahabji,770.8333333,4.909766454
Swarg,krishna,21,0.221052632
Swarg,man,1528.833333,28.84591195
Swarg,brother,0,0
Taqdeer Ka Tamasha,satya,0,0
Taqdeer Ka Tamasha,brother,0,0
Tejaa,son,45.5,3.5
Tejaa,lal,345.1666667,10.15196078
Tejaa,tejaa,268,4.872727273
Thanedaar,the,0,0
Thanedaar,son,0,0
Thanedaar,police,0,0
Thanedaar,azghar,63,1.465116279
Thanedaar,brijesh,0,0
Thanedaar,avinash,1156.6,12.43655914
Tum Mere Ho,choudhry,0,0
Tum Mere Ho,man,0,0
Veeru Dada,widower,0,0
Veeru Dada,veeru,234,5.707317073
Veeru Dada,chandrakant,76.2,1.313793103
Veeru Dada,mahadev,330.1333333,3.83875969
Zahreelay,raaka,0,0
100 Days,sudha,0,0
100 Days,sunil,160,1.367521368
100 Days,inspector,40.66666667,1.402298851
100 Days,kumar,16,3.2
100 Days,ram,165.8333333,0.846088435
Aadmi Aur Apsara,man,93,7.153846154
Aadmi Aur Apsara,raju,370.3333333,1.763492063
Aakhri Cheekh,man,38,3.166666667
Ajooba,son,80.33333333,5.738095238
Ajooba,vazir,444.2333333,2.922587719
Ajooba,ajooba,60,1.153846154
Ajooba,sultan,322.5333333,2.580266667
Akayla,shekhar,31,1.24
Akayla,brother,631.5,12.63
Akayla,vijay,0,0
Begunaah,widower,96,3.310344828
Begunaah,kulkarni,0,0
Begunaah,bhola,97,1.865384615
Begunaah,j.v.,0,0
Begunaah,son,268,3.228915663
Begunaah,j.v,0,0
Begunaah,dada,1110.166667,17.90591398
Begunaah,jeevanlal,4231.833333,10.05186065
Begunaah,dindayal,1886.5,8.898584906
Begunaah,bulbul,643.1666667,9.058685446
Benaam Badsha,deepak,144,3.428571429
Benaam Badsha,man,27.16666667,2.263888889
Bhabhi,amar,95,2.209302326
Bhabhi,prakash,308.35,3.211979167
Bhabhi,ghanshyamdas,168,4.421052632
Dharam Sankat,,0,0
Dharam Sankat,birju,428.4166667,5.224593496
Dharam Sankat,gopal,234,3.038961039
Diksha,father,82,4.555555556
Diksha,koga,148.7166667,7.827192982
Dil Hai Ke Manta Nahin,jetley,102,8.5
Dil Hai Ke Manta Nahin,bus,230,4.423076923
Dil Hai Ke Manta Nahin,raghu,1019.483333,5.927228682
Dil Hai Ke Manta Nahin,father,301.8333333,3.177192982
Dil Hai Ke Manta Nahin,man,320,18.82352941
Dushman Devta,nath,229.3333333,3.759562842
Dushman Devta,dina,0,0
Dushman Devta,man,56,3.5
Ek Doctor Ki Maut,dr.,0,0
Ek Doctor Ki Maut,dipankar,0,0
Ek Doctor Ki Maut,roy,22,0.25
Ek Ghar,rajanna,33,0.717391304
Farishtay,man,0,0
Farishtay,arjun,0,0
Fateh,anand,82,2.411764706
Fateh,samrat,98,2.882352941
Fateh,karan,54,3.375
First Love Letter,denzongpa,0,0
First Love Letter,thakur,0,0
First Love Letter,shyam,1776.716667,11.61252723
First Love Letter,vivek,0,0
First Love Letter,bheema,472.1333333,6.052991453
First Love Letter,singh,3732.035714,16.81097169
Haque,bittu,293,2.362903226
Haque,man,29,1.8125
Henna,baba,359.8333333,7.196666667
Henna,beautiful,46,1.12195122
Henna,chand,60.83333333,1.216666667
Henna,chander,66,4.4
Henna,khan,1092.733333,11.74982079
Henna,kapoor,15,1.666666667
Henna,rishi,53,1.358974359
Hum,tiger,524.6666667,2.82078853
Hum,kumar,268.1666667,3.270325203
Hum,havaldar,44,0.543209877
Hum,bakhtawar,920.8,7.19375
Hum,brother,13,0.8125
Hum,sekhar,151,4.575757576
Hum,vijay,419,5.901408451
Indrajeet,inderjeet,816,12.95238095
Khoon Ka Karz,son,51,3.923076923
Khoon Ka Karz,kishan,116,1.247311828
Khoon Ka Karz,karan,11,0.093220339
Khoon Ka Karz,champaklal,140,8.75
Khoon Ka Karz,arjun,69.5,0.780898876
Kurbaan,the,0,0
Kurbaan,maan,0,0
Kurbaan,akash,298.3333333,4.452736318
Kurbaan,panna,0,0
Kurbaan,inspector,0,0
Kurbaan,singh,1166.733333,10.23450292
Kurbaan,brother,407.5,14.05172414
Kurbaan,prithvi,431.3333333,3.686609687
Lamhe,father,41.5,2.075
Lamhe,viren,572,1.906666667
Lamhe,man,16,4
Lamhe,prem,0,0
Lamhe,virendra,0,0
Love,father,433.5,21.675
Love,prithvi,308,3.756097561
Maa,murli,636.5,4.514184397
Maa,munna,19,0.513513514
Maa,ram,1074.833333,4.198567708
Mississippi Masala,jay,1502.666667,8.035650624
Mississippi Masala,dictator,0,0
Mississippi Masala,demetrius,36,0.972972973
Mississippi Masala,amin,89,3.296296296
Narsimha,ravi,593.1904762,6.052964043
Narsimha,lord,313,3.13
Narsimha,man,1350.833333,10.08084577
Narsimha,boy,320,20
Narsimha,narsimha,3260.133333,7.74378464
Patthar Ke Phool,goga,281,2.128787879
Patthar Ke Phool,suraj,687,2.535055351
Patthar Ke Phool,son,132.4,4.270967742
Patthar Ke Phool,ramsingh,116,7.25
Patthar Ke Phool,father,227,5.159090909
